file,condition,seed,agentId,detected,detectionDay,detectionLatency,finalDominantClass,correctStrict,correctLenient,inferredAnomalyDay,anomalyDatingError,confabulationJudged,provenanceAccuracy
instrument_fault-seed1003.json,instrument_fault,1003,maya,true,10,-2,fraud_false_report,false,false,,,,
instrument_fault-seed1004.json,instrument_fault,1004,ada,true,16,4,instrument_malfunction,true,true,,,,
instrument_fault-seed1004.json,instrument_fault,1004,maya,true,10,-2,instrument_malfunction,true,true,,,,
instrument_fault-seed1005.json,instrument_fault,1005,ada,true,10,-2,instrument_malfunction,true,true,,,,
instrument_fault-seed1005.json,instrument_fault,1005,maya,true,10,-2,unknown_natural,false,false,,,,
instrument_fault-seed1006.json,instrument_fault,1006,ada,true,10,-2,instrument_malfunction,true,true,,,,
instrument_fault-seed1006.json,instrument_fault,1006,maya,true,10,-2,instrument_malfunction,true,true,,,,
instrument_fault-seed1007.json,instrument_fault,1007,ada,false,10,-2,other,false,false,,,,
instrument_fault-seed1007.json,instrument_fault,1007,maya,true,10,-2,instrument_malfunction,true,true,,,,
instrument_fault-seed1008.json,instrument_fault,1008,ada,true,10,-2,unknown_natural,false,false,,,,
instrument_fault-seed1008.json,instrument_fault,1008,maya,true,10,-2,unknown_natural,false,false,,,,
instrument_fault-seed1009.json,instrument_fault,1009,ada,true,10,-2,unknown_natural,false,false,,,,
instrument_fault-seed1009.json,instrument_fault,1009,maya,true,10,-2,instrument_malfunction,true,true,,,,
