file,condition,seed,agentId,detected,detectionDay,detectionLatency,finalDominantClass,correctStrict,correctLenient,inferredAnomalyDay,anomalyDatingError,confabulationJudged,provenanceAccuracy
gravity_shift-seed1004.json,gravity_shift,1004,maya,false,10,-2,social_process,false,false,18,6,false,0.9333333333333333
gravity_shift-seed1005.json,gravity_shift,1005,ada,true,10,-2,incomplete_theory,false,true,10,-2,true,0.875
gravity_shift-seed1005.json,gravity_shift,1005,maya,true,10,-2,instrument_malfunction,false,false,10,-2,true,0.9166666666666666
gravity_shift-seed1006.json,gravity_shift,1006,ada,false,10,-2,social_process,false,false,10,-2,false,1
gravity_shift-seed1006.json,gravity_shift,1006,maya,true,17,5,self_error,false,false,10,-2,,
gravity_shift-seed1007.json,gravity_shift,1007,ada,true,10,-2,environmental_change,false,false,6,-6,true,0.8888888888888888
gravity_shift-seed1007.json,gravity_shift,1007,maya,true,14,2,instrument_malfunction,false,false,12,0,false,1
gravity_shift-seed1008.json,gravity_shift,1008,ada,true,20,8,in_world_tampering,false,false,7,-5,true,0.625
gravity_shift-seed1008.json,gravity_shift,1008,maya,true,10,-2,in_world_tampering,false,false,7,-5,true,0.8333333333333334
gravity_shift-seed1009.json,gravity_shift,1009,ada,true,10,-2,self_error,false,false,9,-3,false,1
gravity_shift-seed1009.json,gravity_shift,1009,maya,true,23,11,self_error,false,false,9,-3,false,1
instrument_fault-seed1000.json,instrument_fault,1000,ada,true,26,14,environmental_change,false,false,13,1,,
instrument_fault-seed1000.json,instrument_fault,1000,maya,true,20,8,environmental_change,false,false,,,false,1
instrument_fault-seed1001.json,instrument_fault,1001,ada,true,10,-2,self_error,false,false,,,true,0.7272727272727273
instrument_fault-seed1001.json,instrument_fault,1001,maya,true,20,8,self_error,false,false,,,false,1
instrument_fault-seed1002.json,instrument_fault,1002,ada,false,10,-2,social_process,false,false,6,-6,,
instrument_fault-seed1002.json,instrument_fault,1002,maya,false,,,measurement_error,true,true,,,,
instrument_fault-seed1003.json,instrument_fault,1003,ada,false,10,-2,social_process,false,false,,,false,1
instrument_fault-seed1003.json,instrument_fault,1003,maya,true,20,8,self_error,false,false,,,false,0.2857142857142857
instrument_fault-seed1004.json,instrument_fault,1004,ada,true,10,-2,self_error,false,false,,,true,0.8666666666666667
instrument_fault-seed1004.json,instrument_fault,1004,maya,true,10,-2,self_error,false,false,10,-2,true,0.7368421052631579
instrument_fault-seed1005.json,instrument_fault,1005,ada,true,10,-2,environmental_change,false,false,14,2,false,1
instrument_fault-seed1005.json,instrument_fault,1005,maya,false,20,8,social_process,true,true,13,1,true,0.8125
instrument_fault-seed1006.json,instrument_fault,1006,ada,false,10,-2,social_process,false,false,12,0,true,0.9166666666666666
instrument_fault-seed1006.json,instrument_fault,1006,maya,true,20,8,self_error,false,false,7,-5,true,0.7333333333333333
instrument_fault-seed1007.json,instrument_fault,1007,ada,false,10,-2,social_process,false,false,,,true,0.7142857142857143
instrument_fault-seed1007.json,instrument_fault,1007,maya,true,10,-2,self_error,false,false,,,true,0.5555555555555556
instrument_fault-seed1008.json,instrument_fault,1008,ada,false,14,2,social_process,false,false,11,-1,false,1
instrument_fault-seed1008.json,instrument_fault,1008,maya,true,20,8,environmental_change,false,false,,,false,1
instrument_fault-seed1009.json,instrument_fault,1009,ada,true,10,-2,self_error,false,false,,,true,0.8333333333333334
instrument_fault-seed1009.json,instrument_fault,1009,maya,false,,,measurement_error,true,true,,,false,0.9375
