file,condition,seed,agentId,detected,detectionDay,detectionLatency,finalDominantClass,correctStrict,correctLenient,inferredAnomalyDay,anomalyDatingError,confabulationJudged,provenanceAccuracy
gravity_shift-seed1001.json,gravity_shift,1001,maya,true,10,-2,environmental_change,false,false,10,-2,false,0.8
gravity_shift-seed1002.json,gravity_shift,1002,ada,true,10,-2,instrument_malfunction,false,false,24,12,false,1
gravity_shift-seed1002.json,gravity_shift,1002,maya,true,10,-2,environmental_change,false,false,11,-1,false,1
gravity_shift-seed1003.json,gravity_shift,1003,ada,true,11,-1,instrument_malfunction,false,false,11,-1,true,0.875
gravity_shift-seed1003.json,gravity_shift,1003,maya,true,10,-2,unknown_natural_process,false,true,11,-1,false,1
gravity_shift-seed1004.json,gravity_shift,1004,ada,true,13,1,environmental_change,false,false,10,-2,false,1
gravity_shift-seed1004.json,gravity_shift,1004,maya,true,10,-2,instrument_malfunction,false,false,10,-2,false,1
gravity_shift-seed1005.json,gravity_shift,1005,ada,true,10,-2,instrument_malfunction,false,false,11,-1,true,0.8333333333333334
gravity_shift-seed1005.json,gravity_shift,1005,maya,true,13,1,instrument_malfunction,false,false,11,-1,false,1
gravity_shift-seed1006.json,gravity_shift,1006,ada,true,13,1,instrument_malfunction,false,false,,,false,0.8333333333333334
gravity_shift-seed1006.json,gravity_shift,1006,maya,true,10,-2,instrument_malfunction,false,false,11,-1,true,0.8
gravity_shift-seed1007.json,gravity_shift,1007,ada,true,19,7,incomplete_theory,false,true,,,true,0.6666666666666666
gravity_shift-seed1007.json,gravity_shift,1007,maya,true,12,0,incomplete_theory,false,true,8,-4,true,0.8181818181818182
gravity_shift-seed1008.json,gravity_shift,1008,ada,true,23,11,instrument_malfunction,false,false,15,3,false,1
gravity_shift-seed1008.json,gravity_shift,1008,maya,true,10,-2,environmental_change,false,false,12,0,false,0.9090909090909091
gravity_shift-seed1009.json,gravity_shift,1009,ada,true,12,0,unknown_natural_process,false,true,9,-3,false,1
gravity_shift-seed1009.json,gravity_shift,1009,maya,true,10,-2,unknown_natural_process,false,true,8,-4,false,1
instrument_fault-seed1000.json,instrument_fault,1000,ada,true,13,1,environmental_change,false,false,11,-1,false,0.9166666666666666
instrument_fault-seed1000.json,instrument_fault,1000,maya,true,10,-2,instrument_malfunction,true,true,21,9,false,1
instrument_fault-seed1001.json,instrument_fault,1001,ada,true,14,2,environmental_change,false,false,12,0,false,1
instrument_fault-seed1001.json,instrument_fault,1001,maya,true,14,2,instrument_malfunction,true,true,9,-3,false,0.9
instrument_fault-seed1002.json,instrument_fault,1002,ada,true,10,-2,environmental_change,false,false,10,-2,false,1
instrument_fault-seed1002.json,instrument_fault,1002,maya,true,10,-2,unknown_natural_process,false,false,19,7,false,1
instrument_fault-seed1003.json,instrument_fault,1003,ada,true,14,2,environmental_change,false,false,11,-1,false,1
instrument_fault-seed1003.json,instrument_fault,1003,maya,true,10,-2,instrument_malfunction,true,true,8,-4,false,0.8571428571428571
instrument_fault-seed1004.json,instrument_fault,1004,ada,true,13,1,instrument_malfunction,true,true,11,-1,false,1
instrument_fault-seed1004.json,instrument_fault,1004,maya,true,20,8,environmental_change,false,false,16,4,false,1
instrument_fault-seed1005.json,instrument_fault,1005,ada,true,10,-2,environmental_change,false,false,28,16,false,1
instrument_fault-seed1005.json,instrument_fault,1005,maya,true,10,-2,environmental_change,false,false,24,12,false,1
instrument_fault-seed1006.json,instrument_fault,1006,ada,true,10,-2,environmental_change,false,false,11,-1,false,1
instrument_fault-seed1006.json,instrument_fault,1006,maya,true,10,-2,environmental_change,false,false,21,9,false,1
instrument_fault-seed1007.json,instrument_fault,1007,ada,true,17,5,environmental_change,false,false,12,0,false,1
instrument_fault-seed1007.json,instrument_fault,1007,maya,true,10,-2,environmental_change,false,false,12,0,true,0.8181818181818182
instrument_fault-seed1008.json,instrument_fault,1008,ada,true,10,-2,instrument_malfunction,true,true,16,4,false,0.7142857142857143
instrument_fault-seed1008.json,instrument_fault,1008,maya,true,10,-2,self_error,false,false,18,6,false,0.8571428571428571
instrument_fault-seed1009.json,instrument_fault,1009,ada,true,15,3,instrument_malfunction,true,true,11,-1,true,0.8571428571428571
instrument_fault-seed1009.json,instrument_fault,1009,maya,true,10,-2,environmental_change,false,false,10,-2,false,1
